State FIPS,County FIPS,County,State,County Name/State Abbreviation,Labor Force,Employed,Unemployed,Unemployment Rate
46,051,Grant County,SD,"Grant County, SD",4480,4335,145,3.2
46,053,Gregory County,SD,"Gregory County, SD",2086,2023,63,3.0
46,055,Haakon County,SD,"Haakon County, SD",1111,1084,27,2.4
46,057,Hamlin County,SD,"Hamlin County, SD",3190,3082,108,3.4
46,059,Hand County,SD,"Hand County, SD",1841,1801,40,2.2
46,061,Hanson County,SD,"Hanson County, SD",1778,1717,61,3.4
46,063,Harding County,SD,"Harding County, SD",765,743,22,2.9
46,065,Hughes County,SD,"Hughes County, SD",10113,9872,241,2.4
46,067,Hutchinson County,SD,"Hutchinson County, SD",3668,3574,94,2.6
46,069,Hyde County,SD,"Hyde County, SD",702,683,19,2.7
46,071,Jackson County,SD,"Jackson County, SD",1311,1256,55,4.2
46,073,Jerauld County,SD,"Jerauld County, SD",1077,1050,27,2.5
46,075,Jones County,SD,"Jones County, SD",572,558,14,2.4
46,077,Kingsbury County,SD,"Kingsbury County, SD",2754,2681,73,2.7
46,079,Lake County,SD,"Lake County, SD",6491,6268,223,3.4
46,081,Lawrence County,SD,"Lawrence County, SD",13129,12692,437,3.3
46,083,Lincoln County,SD,"Lincoln County, SD",31596,30908,688,2.2
46,085,Lyman County,SD,"Lyman County, SD",1784,1700,84,4.7
46,087,McCook County,SD,"McCook County, SD",3149,3070,79,2.5
46,089,McPherson County,SD,"McPherson County, SD",1094,1056,38,3.5
46,091,Marshall County,SD,"Marshall County, SD",2473,2377,96,3.9
46,093,Meade County,SD,"Meade County, SD",13746,13310,436,3.2
46,095,Mellette County,SD,"Mellette County, SD",774,741,33,4.3
46,097,Miner County,SD,"Miner County, SD",1206,1174,32,2.7
46,099,Minnehaha County,SD,"Minnehaha County, SD",108249,105446,2803,2.6
46,101,Moody County,SD,"Moody County, SD",3970,3823,147,3.7
46,102,Oglala Lakota County,SD,"Oglala Lakota County, SD",3634,3239,395,10.9
46,103,Pennington County,SD,"Pennington County, SD",54987,53277,1710,3.1
46,105,Perkins County,SD,"Perkins County, SD",1585,1539,46,2.9
46,107,Potter County,SD,"Potter County, SD",1163,1131,32,2.8
46,109,Roberts County,SD,"Roberts County, SD",4865,4663,202,4.2
46,111,Sanborn County,SD,"Sanborn County, SD",1215,1179,36,3.0
46,115,Spink County,SD,"Spink County, SD",3302,3199,103,3.1
46,117,Stanley County,SD,"Stanley County, SD",1879,1834,45,2.4
46,119,Sully County,SD,"Sully County, SD",863,843,20,2.3
46,121,Todd County,SD,"Todd County, SD",3077,2876,201,6.5
46,123,Tripp County,SD,"Tripp County, SD",3078,3009,69,2.2
46,125,Turner County,SD,"Turner County, SD",4700,4568,132,2.8
46,127,Union County,SD,"Union County, SD",8090,7836,254,3.1
46,129,Walworth County,SD,"Walworth County, SD",2254,2137,117,5.2
46,135,Yankton County,SD,"Yankton County, SD",11643,11341,302,2.6
46,137,Ziebach County,SD,"Ziebach County, SD",981,936,45,4.6
47,001,Anderson County,TN,"Anderson County, TN",33693,32045,1648,4.9
47,003,Bedford County,TN,"Bedford County, TN",19835,18846,989,5.0
47,005,Benton County,TN,"Benton County, TN",6744,6262,482,7.1
47,007,Bledsoe County,TN,"Bledsoe County, TN",4325,4023,302,7.0
47,009,Blount County,TN,"Blount County, TN",60872,58202,2670,4.4
47,011,Bradley County,TN,"Bradley County, TN",50153,47911,2242,4.5
47,013,Campbell County,TN,"Campbell County, TN",14743,13720,1023,6.9
47,015,Cannon County,TN,"Cannon County, TN",6024,5744,280,4.6
47,017,Carroll County,TN,"Carroll County, TN",12031,11219,812,6.7
47,019,Carter County,TN,"Carter County, TN",23685,22342,1343,5.7
47,021,Cheatham County,TN,"Cheatham County, TN",20271,19462,809,4.0
47,023,Chester County,TN,"Chester County, TN",8450,8028,422,5.0
47,025,Claiborne County,TN,"Claiborne County, TN",12706,11913,793,6.2
47,027,Clay County,TN,"Clay County, TN",3044,2844,200,6.6
47,029,Cocke County,TN,"Cocke County, TN",14460,13543,917,6.3
47,031,Coffee County,TN,"Coffee County, TN",24470,23310,1160,4.7
47,033,Crockett County,TN,"Crockett County, TN",6890,6528,362,5.3
47,035,Cumberland County,TN,"Cumberland County, TN",23576,22174,1402,5.9
47,037,Davidson County,TN,"Davidson County, TN",374155,360601,13554,3.6
47,039,Decatur County,TN,"Decatur County, TN",4663,4341,322,6.9
47,041,DeKalb County,TN,"DeKalb County, TN",7553,7131,422,5.6
47,043,Dickson County,TN,"Dickson County, TN",24797,23714,1083,4.4
47,045,Dyer County,TN,"Dyer County, TN",16376,15357,1019,6.2
47,047,Fayette County,TN,"Fayette County, TN",18294,17369,925,5.1
47,049,Fentress County,TN,"Fentress County, TN",7111,6671,440,6.2
47,051,Franklin County,TN,"Franklin County, TN",19851,18884,967,4.9
47,053,Gibson County,TN,"Gibson County, TN",21250,20001,1249,5.9
47,055,Giles County,TN,"Giles County, TN",15282,14665,617,4.0
47,057,Grainger County,TN,"Grainger County, TN",9292,8786,506,5.4
47,059,Greene County,TN,"Greene County, TN",30893,29202,1691,5.5
47,061,Grundy County,TN,"Grundy County, TN",4793,4482,311,6.5
47,063,Hamblen County,TN,"Hamblen County, TN",26867,25489,1378,5.1
47,065,Hamilton County,TN,"Hamilton County, TN",172011,164062,7949,4.6
47,067,Hancock County,TN,"Hancock County, TN",2035,1873,162,8.0
47,069,Hardeman County,TN,"Hardeman County, TN",9201,8633,568,6.2
47,071,Hardin County,TN,"Hardin County, TN",10211,9599,612,6.0
47,073,Hawkins County,TN,"Hawkins County, TN",23723,22439,1284,5.4
47,075,Haywood County,TN,"Haywood County, TN",7681,7181,500,6.5
47,077,Henderson County,TN,"Henderson County, TN",11995,11172,823,6.9
47,079,Henry County,TN,"Henry County, TN",13932,13109,823,5.9
47,081,Hickman County,TN,"Hickman County, TN",10442,9957,485,4.6
47,083,Houston County,TN,"Houston County, TN",3200,2959,241,7.5
47,085,Humphreys County,TN,"Humphreys County, TN",8647,8126,521,6.0
47,087,Jackson County,TN,"Jackson County, TN",4495,4180,315,7.0
47,089,Jefferson County,TN,"Jefferson County, TN",23629,22377,1252,5.3
47,091,Johnson County,TN,"Johnson County, TN",7546,7182,364,4.8
47,093,Knox County,TN,"Knox County, TN",233831,224458,9373,4.0
47,095,Lake County,TN,"Lake County, TN",1917,1767,150,7.8
47,097,Lauderdale County,TN,"Lauderdale County, TN",9442,8710,732,7.8
47,099,Lawrence County,TN,"Lawrence County, TN",17806,16776,1030,5.8
47,101,Lewis County,TN,"Lewis County, TN",4890,4599,291,6.0
47,103,Lincoln County,TN,"Lincoln County, TN",15974,15318,656,4.1
47,105,Loudon County,TN,"Loudon County, TN",22295,21250,1045,4.7
47,107,McMinn County,TN,"McMinn County, TN",22776,21535,1241,5.4
47,109,McNairy County,TN,"McNairy County, TN",8772,8154,618,7.0
47,111,Macon County,TN,"Macon County, TN",10243,9795,448,4.4
47,113,Madison County,TN,"Madison County, TN",47829,45493,2336,4.9
47,115,Marion County,TN,"Marion County, TN",11929,11176,753,6.3
47,117,Marshall County,TN,"Marshall County, TN",15083,14385,698,4.6
47,119,Maury County,TN,"Maury County, TN",44115,42327,1788,4.1
47,121,Meigs County,TN,"Meigs County, TN",4901,4565,336,6.9
47,123,Monroe County,TN,"Monroe County, TN",19417,18388,1029,5.3
47,125,Montgomery County,TN,"Montgomery County, TN",80018,75931,4087,5.1
47,127,Moore County,TN,"Moore County, TN",3387,3259,128,3.8
47,129,Morgan County,TN,"Morgan County, TN",7809,7304,505,6.5
47,131,Obion County,TN,"Obion County, TN",12580,11691,889,7.1
47,133,Overton County,TN,"Overton County, TN",9222,8727,495,5.4
47,135,Perry County,TN,"Perry County, TN",3192,2989,203,6.4
47,137,Pickett County,TN,"Pickett County, TN",2328,2173,155,6.7
47,139,Polk County,TN,"Polk County, TN",7394,6970,424,5.7
47,141,Putnam County,TN,"Putnam County, TN",33282,31644,1638,4.9
47,143,Rhea County,TN,"Rhea County, TN",13485,12523,962,7.1
47,145,Roane County,TN,"Roane County, TN",22878,21599,1279,5.6
47,147,Robertson County,TN,"Robertson County, TN",34780,33328,1452,4.2
47,149,Rutherford County,TN,"Rutherford County, TN",163741,157663,6078,3.7
47,151,Scott County,TN,"Scott County, TN",8028,7432,596,7.4
47,153,Sequatchie County,TN,"Sequatchie County, TN",5926,5579,347,5.9
47,155,Sevier County,TN,"Sevier County, TN",51239,48696,2543,5.0
47,157,Shelby County,TN,"Shelby County, TN",434502,411215,23287,5.4
47,159,Smith County,TN,"Smith County, TN",8687,8288,399,4.6
47,161,Stewart County,TN,"Stewart County, TN",5171,4819,352,6.8
47,163,Sullivan County,TN,"Sullivan County, TN",69815,66193,3622,5.2
47,165,Sumner County,TN,"Sumner County, TN",92394,88792,3602,3.9
47,167,Tipton County,TN,"Tipton County, TN",27529,25958,1571,5.7
47,169,Trousdale County,TN,"Trousdale County, TN",3849,3662,187,4.9
47,171,Unicoi County,TN,"Unicoi County, TN",7017,6517,500,7.1
47,173,Union County,TN,"Union County, TN",7285,6862,423,5.8
47,175,Van Buren County,TN,"Van Buren County, TN",2038,1912,126,6.2
47,177,Warren County,TN,"Warren County, TN",17685,16832,853,4.8
47,179,Washington County,TN,"Washington County, TN",58782,55964,2818,4.8
47,181,Wayne County,TN,"Wayne County, TN",6093,5691,402,6.6
47,183,Weakley County,TN,"Weakley County, TN",15875,14944,931,5.9
47,185,White County,TN,"White County, TN",11770,11182,588,5.0
47,187,Williamson County,TN,"Williamson County, TN",113631,109736,3895,3.4
47,189,Wilson County,TN,"Wilson County, TN",67876,65252,2624,3.9
48,001,Anderson County,TX,"Anderson County, TX",23518,22499,1019,4.3
48,003,Andrews County,TX,"Andrews County, TX",8693,8282,411,4.7
48,005,Angelina County,TX,"Angelina County, TX",37081,34888,2193,5.9
48,007,Aransas County,TX,"Aransas County, TX",10241,9669,572,5.6
48,009,Archer County,TX,"Archer County, TX",4091,3914,177,4.3
48,011,Armstrong County,TX,"Armstrong County, TX",934,908,26,2.8
48,013,Atascosa County,TX,"Atascosa County, TX",21031,19906,1125,5.3
48,015,Austin County,TX,"Austin County, TX",14036,13287,749,5.3
48,017,Bailey County,TX,"Bailey County, TX",2719,2600,119,4.4
48,019,Bandera County,TX,"Bandera County, TX",9507,9116,391,4.1
48,021,Bastrop County,TX,"Bastrop County, TX",39046,37583,1463,3.7
48,023,Baylor County,TX,"Baylor County, TX",1606,1548,58,3.6
48,025,Bee County,TX,"Bee County, TX",10314,9537,777,7.5
48,027,Bell County,TX,"Bell County, TX",139561,133264,6297,4.5
48,029,Bexar County,TX,"Bexar County, TX",905846,871855,33991,3.8
48,031,Blanco County,TX,"Blanco County, TX",5937,5753,184,3.1
48,033,Borden County,TX,"Borden County, TX",366,353,13,3.6
48,035,Bosque County,TX,"Bosque County, TX",8191,7838,353,4.3
48,037,Bowie County,TX,"Bowie County, TX",39643,37775,1868,4.7
48,039,Brazoria County,TX,"Brazoria County, TX",169940,161111,8829,5.2
48,041,Brazos County,TX,"Brazos County, TX",111338,107481,3857,3.5
48,043,Brewster County,TX,"Brewster County, TX",3963,3814,149,3.8
48,045,Briscoe County,TX,"Briscoe County, TX",548,524,24,4.4
48,047,Brooks County,TX,"Brooks County, TX",2441,2152,289,11.8
48,049,Brown County,TX,"Brown County, TX",16177,15473,704,4.4
48,051,Burleson County,TX,"Burleson County, TX",7880,7513,367,4.7
48,053,Burnet County,TX,"Burnet County, TX",22004,21241,763,3.5
48,055,Caldwell County,TX,"Caldwell County, TX",17952,17173,779,4.3
48,057,Calhoun County,TX,"Calhoun County, TX",10780,10178,602,5.6
48,059,Callahan County,TX,"Callahan County, TX",5808,5560,248,4.3
48,061,Cameron County,TX,"Cameron County, TX",166111,154169,11942,7.2
48,063,Camp County,TX,"Camp County, TX",5064,4717,347,6.9
48,065,Carson County,TX,"Carson County, TX",3098,2997,101,3.3
48,067,Cass County,TX,"Cass County, TX",12276,11391,885,7.2
48,069,Castro County,TX,"Castro County, TX",3497,3389,108,3.1
48,071,Chambers County,TX,"Chambers County, TX",18221,17110,1111,6.1
48,073,Cherokee County,TX,"Cherokee County, TX",21208,20128,1080,5.1
48,075,Childress County,TX,"Childress County, TX",2961,2872,89,3.0
48,077,Clay County,TX,"Clay County, TX",4797,4587,210,4.4
48,079,Cochran County,TX,"Cochran County, TX",1174,1115,59,5.0
48,081,Coke County,TX,"Coke County, TX",1422,1363,59,4.1
48,083,Coleman County,TX,"Coleman County, TX",3067,2888,179,5.8
48,085,Collin County,TX,"Collin County, TX",513225,495061,18164,3.5
48,087,Collingsworth County,TX,"Collingsworth County, TX",1216,1174,42,3.5
48,089,Colorado County,TX,"Colorado County, TX",9798,9336,462,4.7
48,091,Comal County,TX,"Comal County, TX",65520,63146,2374,3.6
48,093,Comanche County,TX,"Comanche County, TX",5360,5129,231,4.3
48,095,Concho County,TX,"Concho County, TX",1332,1287,45,3.4
48,097,Cooke County,TX,"Cooke County, TX",18923,18171,752,4.0
48,099,Coryell County,TX,"Coryell County, TX",24428,23285,1143,4.7
48,101,Cottle County,TX,"Cottle County, TX",525,498,27,5.1
48,103,Crane County,TX,"Crane County, TX",1706,1560,146,8.6
48,105,Crockett County,TX,"Crockett County, TX",1737,1606,131,7.5
48,107,Crosby County,TX,"Crosby County, TX",2623,2508,115,4.4
48,109,Culberson County,TX,"Culberson County, TX",1000,959,41,4.1
48,111,Dallam County,TX,"Dallam County, TX",4001,3912,89,2.2
48,113,Dallas County,TX,"Dallas County, TX",1299134,1246814,52320,4.0
48,115,Dawson County,TX,"Dawson County, TX",4643,4409,234,5.0
48,117,Deaf Smith County,TX,"Deaf Smith County, TX",8614,8344,270,3.1
48,119,Delta County,TX,"Delta County, TX",2607,2508,99,3.8
48,121,Denton County,TX,"Denton County, TX",452147,436615,15532,3.4
48,123,DeWitt County,TX,"DeWitt County, TX",9502,8983,519,5.5
48,125,Dickens County,TX,"Dickens County, TX",692,658,34,4.9
48,127,Dimmit County,TX,"Dimmit County, TX",6242,5796,446,7.1
48,129,Donley County,TX,"Donley County, TX",1557,1494,63,4.0
48,131,Duval County,TX,"Duval County, TX",4887,4352,535,10.9
48,133,Eastland County,TX,"Eastland County, TX",7424,7019,405,5.5
48,135,Ector County,TX,"Ector County, TX",76245,71389,4856,6.4
48,137,Edwards County,TX,"Edwards County, TX",867,827,40,4.6
48,139,Ellis County,TX,"Ellis County, TX",85025,81835,3190,3.8
48,141,El Paso County,TX,"El Paso County, TX",349935,332601,17334,5.0
48,143,Erath County,TX,"Erath County, TX",20240,19418,822,4.1
48,145,Falls County,TX,"Falls County, TX",6613,6321,292,4.4
48,147,Fannin County,TX,"Fannin County, TX",15774,15179,595,3.8
48,149,Fayette County,TX,"Fayette County, TX",12496,12039,457,3.7
48,151,Fisher County,TX,"Fisher County, TX",1760,1684,76,4.3
48,153,Floyd County,TX,"Floyd County, TX",2738,2600,138,5.0
48,155,Foard County,TX,"Foard County, TX",540,520,20,3.7
48,157,Fort Bend County,TX,"Fort Bend County, TX",367050,348684,18366,5.0
48,159,Franklin County,TX,"Franklin County, TX",4512,4290,222,4.9
48,161,Freestone County,TX,"Freestone County, TX",6872,6412,460,6.7
48,163,Frio County,TX,"Frio County, TX",8783,8355,428,4.9
48,165,Gaines County,TX,"Gaines County, TX",9187,8844,343,3.7
48,167,Galveston County,TX,"Galveston County, TX",160171,151625,8546,5.3
48,169,Garza County,TX,"Garza County, TX",2131,2048,83,3.9
48,171,Gillespie County,TX,"Gillespie County, TX",13001,12631,370,2.8
48,173,Glasscock County,TX,"Glasscock County, TX",749,720,29,3.9
48,175,Goliad County,TX,"Goliad County, TX",3320,3127,193,5.8
48,177,Gonzales County,TX,"Gonzales County, TX",9574,9168,406,4.2
48,179,Gray County,TX,"Gray County, TX",8489,7903,586,6.9
48,181,Grayson County,TX,"Grayson County, TX",61232,58868,2364,3.9
48,183,Gregg County,TX,"Gregg County, TX",58383,54826,3557,6.1
48,185,Grimes County,TX,"Grimes County, TX",11058,10326,732,6.6
48,187,Guadalupe County,TX,"Guadalupe County, TX",75992,73263,2729,3.6
48,189,Hale County,TX,"Hale County, TX",12596,11887,709,5.6
48,191,Hall County,TX,"Hall County, TX",1166,1088,78,6.7
48,193,Hamilton County,TX,"Hamilton County, TX",3602,3425,177,4.9
48,195,Hansford County,TX,"Hansford County, TX",2946,2854,92,3.1
48,197,Hardeman County,TX,"Hardeman County, TX",1625,1561,64,3.9
48,199,Hardin County,TX,"Hardin County, TX",25170,23636,1534,6.1
48,201,Harris County,TX,"Harris County, TX",2251316,2131125,120191,5.3
48,203,Harrison County,TX,"Harrison County, TX",29961,28159,1802,6.0
48,205,Hartley County,TX,"Hartley County, TX",2961,2901,60,2.0
48,207,Haskell County,TX,"Haskell County, TX",2509,2403,106,4.2
48,209,Hays County,TX,"Hays County, TX",104921,101416,3505,3.3
48,211,Hemphill County,TX,"Hemphill County, TX",2115,2036,79,3.7
48,213,Henderson County,TX,"Henderson County, TX",35398,33741,1657,4.7
48,215,Hidalgo County,TX,"Hidalgo County, TX",337251,310858,26393,7.8
48,217,Hill County,TX,"Hill County, TX",15812,15114,698,4.4
48,219,Hockley County,TX,"Hockley County, TX",11176,10656,520,4.7
48,221,Hood County,TX,"Hood County, TX",25276,24086,1190,4.7
48,223,Hopkins County,TX,"Hopkins County, TX",17331,16639,692,4.0
48,225,Houston County,TX,"Houston County, TX",10067,9602,465,4.6
48,227,Howard County,TX,"Howard County, TX",13218,12486,732,5.5
48,229,Hudspeth County,TX,"Hudspeth County, TX",1542,1450,92,6.0
48,231,Hunt County,TX,"Hunt County, TX",40532,38793,1739,4.3
48,233,Hutchinson County,TX,"Hutchinson County, TX",9639,9095,544,5.6
48,235,Irion County,TX,"Irion County, TX",780,755,25,3.2
48,237,Jack County,TX,"Jack County, TX",3857,3666,191,5.0
48,239,Jackson County,TX,"Jackson County, TX",7277,6936,341,4.7
48,241,Jasper County,TX,"Jasper County, TX",13472,12437,1035,7.7
48,243,Jeff Davis County,TX,"Jeff Davis County, TX",1074,1042,32,3.0
48,245,Jefferson County,TX,"Jefferson County, TX",107546,99999,7547,7.0
48,247,Jim Hogg County,TX,"Jim Hogg County, TX",1945,1759,186,9.6
48,249,Jim Wells County,TX,"Jim Wells County, TX",17470,15625,1845,10.6
48,251,Johnson County,TX,"Johnson County, TX",76072,72753,3319,4.4
48,253,Jones County,TX,"Jones County, TX",5627,5300,327,5.8
48,255,Karnes County,TX,"Karnes County, TX",6279,5972,307,4.9
48,257,Kaufman County,TX,"Kaufman County, TX",57940,55742,2198,3.8
48,259,Kendall County,TX,"Kendall County, TX",20353,19702,651,3.2
48,261,Kenedy County,TX,"Kenedy County, TX",217,207,10,4.6
48,263,Kent County,TX,"Kent County, TX",470,456,14,3.0
48,265,Kerr County,TX,"Kerr County, TX",21366,20597,769,3.6
48,267,Kimble County,TX,"Kimble County, TX",1953,1879,74,3.8
48,269,King County,TX,"King County, TX",178,171,7,3.9
48,271,Kinney County,TX,"Kinney County, TX",1156,1089,67,5.8
48,273,Kleberg County,TX,"Kleberg County, TX",14114,13165,949,6.7
48,275,Knox County,TX,"Knox County, TX",1560,1494,66,4.2
48,277,Lamar County,TX,"Lamar County, TX",23238,22161,1077,4.6
48,279,Lamb County,TX,"Lamb County, TX",5249,4908,341,6.5
48,281,Lampasas County,TX,"Lampasas County, TX",9164,8783,381,4.2
48,283,La Salle County,TX,"La Salle County, TX",3887,3687,200,5.1
48,285,Lavaca County,TX,"Lavaca County, TX",8746,8376,370,4.2
48,287,Lee County,TX,"Lee County, TX",9286,8936,350,3.8
48,289,Leon County,TX,"Leon County, TX",6513,6091,422,6.5
48,291,Liberty County,TX,"Liberty County, TX",31554,29176,2378,7.5
48,293,Limestone County,TX,"Limestone County, TX",8329,7862,467,5.6
48,295,Lipscomb County,TX,"Lipscomb County, TX",1652,1579,73,4.4
48,297,Live Oak County,TX,"Live Oak County, TX",5206,4897,309,5.9
48,299,Llano County,TX,"Llano County, TX",8296,7950,346,4.2
48,301,Loving County,TX,"Loving County, TX",86,82,4,4.7
48,303,Lubbock County,TX,"Lubbock County, TX",153626,148411,5215,3.4
48,305,Lynn County,TX,"Lynn County, TX",2731,2622,109,4.0
48,307,McCulloch County,TX,"McCulloch County, TX",3712,3545,167,4.5
48,309,McLennan County,TX,"McLennan County, TX",116150,111548,4602,4.0
48,311,McMullen County,TX,"McMullen County, TX",862,844,18,2.1
48,313,Madison County,TX,"Madison County, TX",4770,4527,243,5.1
48,315,Marion County,TX,"Marion County, TX",4343,4038,305,7.0
48,317,Martin County,TX,"Martin County, TX",2483,2374,109,4.4
48,319,Mason County,TX,"Mason County, TX",1791,1726,65,3.6
48,321,Matagorda County,TX,"Matagorda County, TX",16890,15653,1237,7.3
48,323,Maverick County,TX,"Maverick County, TX",24249,21519,2730,11.3
48,325,Medina County,TX,"Medina County, TX",20999,20073,926,4.4
48,327,Menard County,TX,"Menard County, TX",818,781,37,4.5
48,329,Midland County,TX,"Midland County, TX",85080,81326,3754,4.4
48,331,Milam County,TX,"Milam County, TX",10272,9742,530,5.2
48,333,Mills County,TX,"Mills County, TX",1925,1845,80,4.2
48,335,Mitchell County,TX,"Mitchell County, TX",2610,2427,183,7.0
48,337,Montague County,TX,"Montague County, TX",9035,8587,448,5.0
48,339,Montgomery County,TX,"Montgomery County, TX",265996,252941,13055,4.9
48,341,Moore County,TX,"Moore County, TX",11197,10864,333,3.0
48,343,Morris County,TX,"Morris County, TX",4895,4359,536,10.9
48,345,Motley County,TX,"Motley County, TX",508,490,18,3.5
48,347,Nacogdoches County,TX,"Nacogdoches County, TX",28722,27375,1347,4.7
48,349,Navarro County,TX,"Navarro County, TX",22775,21822,953,4.2
48,351,Newton County,TX,"Newton County, TX",5355,4930,425,7.9
48,353,Nolan County,TX,"Nolan County, TX",6867,6537,330,4.8
48,355,Nueces County,TX,"Nueces County, TX",167827,158355,9472,5.6
48,357,Ochiltree County,TX,"Ochiltree County, TX",4664,4419,245,5.3
48,359,Oldham County,TX,"Oldham County, TX",908,881,27,3.0
48,361,Orange County,TX,"Orange County, TX",37368,34859,2509,6.7
48,363,Palo Pinto County,TX,"Palo Pinto County, TX",13256,12530,726,5.5
48,365,Panola County,TX,"Panola County, TX",10235,9500,735,7.2
48,367,Parker County,TX,"Parker County, TX",61297,58798,2499,4.1
48,369,Parmer County,TX,"Parmer County, TX",4950,4825,125,2.5
48,371,Pecos County,TX,"Pecos County, TX",6498,6116,382,5.9
48,373,Polk County,TX,"Polk County, TX",17388,16287,1101,6.3
48,375,Potter County,TX,"Potter County, TX",56177,54294,1883,3.4
48,377,Presidio County,TX,"Presidio County, TX",3081,2751,330,10.7
48,379,Rains County,TX,"Rains County, TX",5556,5333,223,4.0
48,381,Randall County,TX,"Randall County, TX",70685,68595,2090,3.0
48,383,Reagan County,TX,"Reagan County, TX",1702,1597,105,6.2
48,385,Real County,TX,"Real County, TX",1041,982,59,5.7
48,387,Red River County,TX,"Red River County, TX",5036,4744,292,5.8
48,389,Reeves County,TX,"Reeves County, TX",6036,5715,321,5.3
48,391,Refugio County,TX,"Refugio County, TX",3137,2929,208,6.6
48,393,Roberts County,TX,"Roberts County, TX",442,422,20,4.5
48,395,Robertson County,TX,"Robertson County, TX",7258,6890,368,5.1
48,397,Rockwall County,TX,"Rockwall County, TX",47367,45704,1663,3.5
48,399,Runnels County,TX,"Runnels County, TX",4649,4465,184,4.0
48,401,Rusk County,TX,"Rusk County, TX",22382,21076,1306,5.8
48,403,Sabine County,TX,"Sabine County, TX",3484,3157,327,9.4
48,405,San Augustine County,TX,"San Augustine County, TX",2805,2554,251,8.9
48,407,San Jacinto County,TX,"San Jacinto County, TX",11431,10713,718,6.3
48,409,San Patricio County,TX,"San Patricio County, TX",30623,28335,2288,7.5
48,411,San Saba County,TX,"San Saba County, TX",2448,2365,83,3.4
48,413,Schleicher County,TX,"Schleicher County, TX",1421,1347,74,5.2
48,415,Scurry County,TX,"Scurry County, TX",7410,6973,437,5.9
48,417,Shackelford County,TX,"Shackelford County, TX",1878,1806,72,3.8
48,419,Shelby County,TX,"Shelby County, TX",10959,10300,659,6.0
48,421,Sherman County,TX,"Sherman County, TX",1351,1311,40,3.0
48,423,Smith County,TX,"Smith County, TX",105484,100706,4778,4.5
48,425,Somervell County,TX,"Somervell County, TX",4134,3935,199,4.8
48,427,Starr County,TX,"Starr County, TX",26365,22837,3528,13.4
48,429,Stephens County,TX,"Stephens County, TX",4019,3807,212,5.3
48,431,Sterling County,TX,"Sterling County, TX",670,644,26,3.9
48,433,Stonewall County,TX,"Stonewall County, TX",640,612,28,4.4
48,435,Sutton County,TX,"Sutton County, TX",1592,1465,127,8.0
48,437,Swisher County,TX,"Swisher County, TX",2716,2600,116,4.3
48,439,Tarrant County,TX,"Tarrant County, TX",1011543,971204,40339,4.0
48,441,Taylor County,TX,"Taylor County, TX",63322,60949,2373,3.7
48,443,Terrell County,TX,"Terrell County, TX",407,390,17,4.2
48,445,Terry County,TX,"Terry County, TX",5352,5096,256,4.8
48,447,Throckmorton County,TX,"Throckmorton County, TX",743,717,26,3.5
48,449,Titus County,TX,"Titus County, TX",12884,12088,796,6.2
48,451,Tom Green County,TX,"Tom Green County, TX",54272,51838,2434,4.5
48,453,Travis County,TX,"Travis County, TX",678480,656873,21607,3.2
48,455,Trinity County,TX,"Trinity County, TX",5485,5151,334,6.1
48,457,Tyler County,TX,"Tyler County, TX",7217,6689,528,7.3
48,459,Upshur County,TX,"Upshur County, TX",17903,16754,1149,6.4
48,461,Upton County,TX,"Upton County, TX",1582,1498,84,5.3
48,463,Uvalde County,TX,"Uvalde County, TX",11813,11184,629,5.3
48,465,Val Verde County,TX,"Val Verde County, TX",20147,18887,1260,6.3
48,467,Van Zandt County,TX,"Van Zandt County, TX",24862,23791,1071,4.3
48,469,Victoria County,TX,"Victoria County, TX",43732,41357,2375,5.4
48,471,Walker County,TX,"Walker County, TX",23797,22547,1250,5.3
48,473,Waller County,TX,"Waller County, TX",22180,20939,1241,5.6
48,475,Ward County,TX,"Ward County, TX",5397,5089,308,5.7
48,477,Washington County,TX,"Washington County, TX",15089,14320,769,5.1
48,479,Webb County,TX,"Webb County, TX",113897,108314,5583,4.9
48,481,Wharton County,TX,"Wharton County, TX",21080,20018,1062,5.0
48,483,Wheeler County,TX,"Wheeler County, TX",2484,2366,118,4.8
48,485,Wichita County,TX,"Wichita County, TX",55486,53072,2414,4.4
48,487,Wilbarger County,TX,"Wilbarger County, TX",5050,4812,238,4.7
48,489,Willacy County,TX,"Willacy County, TX",6505,5707,798,12.3
48,491,Williamson County,TX,"Williamson County, TX",278717,269349,9368,3.4
48,493,Wilson County,TX,"Wilson County, TX",23760,22830,930,3.9
48,495,Winkler County,TX,"Winkler County, TX",3071,2834,237,7.7
48,497,Wise County,TX,"Wise County, TX",29438,28044,1394,4.7
48,499,Wood County,TX,"Wood County, TX",17248,16339,909,5.3
48,501,Yoakum County,TX,"Yoakum County, TX",3762,3582,180,4.8
48,503,Young County,TX,"Young County, TX",8312,7947,365,4.4
48,505,Zapata County,TX,"Zapata County, TX",5210,4648,562,10.8
48,507,Zavala County,TX,"Zavala County, TX",3887,3347,540,13.9
49,001,Beaver County,UT,"Beaver County, UT",3065,2918,147,4.8
49,003,Box Elder County,UT,"Box Elder County, UT",24595,23763,832,3.4
49,005,Cache County,UT,"Cache County, UT",61026,59218,1808,3.0
49,007,Carbon County,UT,"Carbon County, UT",8298,7819,479,5.8
49,009,Daggett County,UT,"Daggett County, UT",461,438,23,5.0
49,011,Davis County,UT,"Davis County, UT",163777,158759,5018,3.1
